Índice;Torrent;Titulo (Año);Titulo;Año;Calidad;Resolucion;Tipo;Idioma;Capitulo;Índice;Magnet;Infohash;ID;Score;Url
76;A traves del mar (2023) [2160p][Esp];A traves del mar (2023);A traves del mar;2023;;4K;Pelicula;Castellano;;76;magnet:?xt=urn:btih:7d83ddf268a7c74c7d2b29a224a57cd341cb1432;7d83ddf268a7c74c7d2b29a224a57cd341cb1432;1fd09802b7b6d1af14ee1142a8ae69e8a2bfa01d;6.6;https://image.tmdb.org/t/p/w185/7uaPJ3dHfWTImkJqzdHssicPwWU.jpg
77;A un millon de millas (2023) [2160p][Esp];A un millon de millas (2023);A un millon de millas;2023;;4K;Pelicula;Castellano;;77;magnet:?xt=urn:btih:30a50f9206f87395b8bb97599f18c26215998fe5;30a50f9206f87395b8bb97599f18c26215998fe5;116c0a33f6fdf9c49ea606681afc91e88e7a8c0d;8.2;https://image.tmdb.org/t/p/w185/gzetYxwunKUN9KbeqaFaX119wCq.jpg
78;A un millon de millas (2023) [Bluray][480p][Esp];A un millon de millas (2023);A un millon de millas;2023;Bluray;SD;Pelicula;Castellano;;78;magnet:?xt=urn:btih:72f250c66f5b7dda4ce08496cf3926aa82b83714;72f250c66f5b7dda4ce08496cf3926aa82b83714;23b9ece584f01c4a2053ca788293006bc3591cfb;8.2;https://image.tmdb.org/t/p/w185/gzetYxwunKUN9KbeqaFaX119wCq.jpg
79;A un millon de millas (2023) [HDTV][1080p][Esp];A un millon de millas (2023);A un millon de millas;2023;HDTV;FHD;Pelicula;Castellano;;79;magnet:?xt=urn:btih:0fe9aeaa35a02bbf76c12b907183a59e9a6d9e86;0fe9aeaa35a02bbf76c12b907183a59e9a6d9e86;c256e29250916a272ea0cb2b035ef42e7f53ee07;8.2;https://image.tmdb.org/t/p/w185/gzetYxwunKUN9KbeqaFaX119wCq.jpg
80;A un millon de millas (2023) [HDTV][720p][Esp];A un millon de millas (2023);A un millon de millas;2023;HDTV;HD;Pelicula;Castellano;;80;magnet:?xt=urn:btih:d9cb944f929fe0ffcd168bfc6fbecf3712d219e9;d9cb944f929fe0ffcd168bfc6fbecf3712d219e9;38d98dee9eb45636452e23af02b15de00f2959bc;8.2;https://image.tmdb.org/t/p/w185/gzetYxwunKUN9KbeqaFaX119wCq.jpg
81;Abrazame fuerte (2021) [Bluray][480p][Esp];Abrazame fuerte (2021);Abrazame fuerte;2021;Bluray;SD;Pelicula;Castellano;;81;magnet:?xt=urn:btih:bcacb3a5f8d1348996f3fa411a59034fe1349077;bcacb3a5f8d1348996f3fa411a59034fe1349077;9d99660cd08e4f13bc9ed3473c94260faab09cf5;6.5;https://image.tmdb.org/t/p/w185/mbeY6H8IrynvkUndp9BK18fau0h.jpg
82;Abrazame fuerte (2021) [Bluray][720p][Esp];Abrazame fuerte (2021);Abrazame fuerte;2021;Bluray;HD;Pelicula;Castellano;;82;magnet:?xt=urn:btih:63fc3078f43ebe4d16be1d7a38b03a040e796fc1;63fc3078f43ebe4d16be1d7a38b03a040e796fc1;0c1db01640ed027b6c74974926ba45a2981fe5de;6.5;https://image.tmdb.org/t/p/w185/mbeY6H8IrynvkUndp9BK18fau0h.jpg
83;Accused [HDTV][1080p][Cap.115];Accused;Accused;;HDTV;FHD;Serie;;115;83;magnet:?xt=urn:btih:d396da1f56ced661935cc7330820c9d4a5b2b9fe;d396da1f56ced661935cc7330820c9d4a5b2b9fe;0;7.8;https://image.tmdb.org/t/p/w185/aNkYvln58BJoNyBUvig417HJWZQ.jpg
84;Accused [HDTV][480p][Cap.115];Accused;Accused;;HDTV;SD;Serie;;115;84;magnet:?xt=urn:btih:84381c355076b39ef0176bf321d683874d591b7b;84381c355076b39ef0176bf321d683874d591b7b;ecc0b9a1c96f9c7328ff4a38cd42c523248236e4;7.8;https://image.tmdb.org/t/p/w185/aNkYvln58BJoNyBUvig417HJWZQ.jpg
85;Accused [HDTV][720p][Cap.115];Accused;Accused;;HDTV;HD;Serie;;115;85;magnet:?xt=urn:btih:0f600fb1d25b5f3f361dbdc97151dda11d909138;0f600fb1d25b5f3f361dbdc97151dda11d909138;e895d40807c5be42a391e48b6e1693234c62ab24;7.8;https://image.tmdb.org/t/p/w185/aNkYvln58BJoNyBUvig417HJWZQ.jpg
86;Aci Alta Capacidad Intelectual [HDTV][1080p][Cap.301];Aci Alta Capacidad Intelectual;Aci Alta Capacidad Intelectual;;HDTV;FHD;Serie;;301;86;magnet:?xt=urn:btih:3a9c5f7b1cf60a74b2b7413616fc129a9afe924e;3a9c5f7b1cf60a74b2b7413616fc129a9afe924e;0;7.4;https://image.tmdb.org/t/p/w185/bXsxfLs8DOeS7bkOOm7YlYTfusV.jpg
87;Aci Alta Capacidad Intelectual [HDTV][1080p][Cap.302];Aci Alta Capacidad Intelectual;Aci Alta Capacidad Intelectual;;HDTV;FHD;Serie;;302;87;magnet:?xt=urn:btih:0393cc43bdf98485d386ab051d89551b54837042;0393cc43bdf98485d386ab051d89551b54837042;0;7.4;https://image.tmdb.org/t/p/w185/bXsxfLs8DOeS7bkOOm7YlYTfusV.jpg
88;ACI Alta Capacidad Intelectual [HDTV][1080p][Cap.303];ACI Alta Capacidad Intelectual;ACI Alta Capacidad Intelectual;;HDTV;FHD;Serie;;303;88;magnet:?xt=urn:btih:78acc0850d85b26ada4d5d062340317e07fac100;78acc0850d85b26ada4d5d062340317e07fac100;cce4b98bb1432e3399a71ab7a169975baed580ff;7.4;https://image.tmdb.org/t/p/w185/bXsxfLs8DOeS7bkOOm7YlYTfusV.jpg
89;ACI Alta Capacidad Intelectual [HDTV][1080p][Cap.304];ACI Alta Capacidad Intelectual;ACI Alta Capacidad Intelectual;;HDTV;FHD;Serie;;304;89;magnet:?xt=urn:btih:5fff1d7d9ee5a76d8bb8839185d8eb26ed10f3ba;5fff1d7d9ee5a76d8bb8839185d8eb26ed10f3ba;b752257f4a50afb3cf1023f2b4f2cd45eb853dac;7.4;https://image.tmdb.org/t/p/w185/bXsxfLs8DOeS7bkOOm7YlYTfusV.jpg
90;ACI Alta Capacidad Intelectual [HDTV][1080p][Cap.305];ACI Alta Capacidad Intelectual;ACI Alta Capacidad Intelectual;;HDTV;FHD;Serie;;305;90;magnet:?xt=urn:btih:c9f69a2fb916d24bcb480b46e6fafb9488a388e2;c9f69a2fb916d24bcb480b46e6fafb9488a388e2;c8d63d8392f51469db34ad88357d3641b1019fe0;7.4;https://image.tmdb.org/t/p/w185/bXsxfLs8DOeS7bkOOm7YlYTfusV.jpg
91;Aci Alta Capacidad Intelectual [HDTV][1080p][Cap.307];Aci Alta Capacidad Intelectual;Aci Alta Capacidad Intelectual;;HDTV;FHD;Serie;;307;91;magnet:?xt=urn:btih:3ffe831b5d42885bf28e73896ae957bbff5a6fe2;3ffe831b5d42885bf28e73896ae957bbff5a6fe2;f4eaf4190abac9c4b17d874da3dc56821d30dced;7.4;https://image.tmdb.org/t/p/w185/bXsxfLs8DOeS7bkOOm7YlYTfusV.jpg
92;ACI Alta Capacidad Intelectual [HDTV][480p][Cap.301];ACI Alta Capacidad Intelectual;ACI Alta Capacidad Intelectual;;HDTV;SD;Serie;;301;92;magnet:?xt=urn:btih:387e84dab691740d6e6916d08208a222a626c729;387e84dab691740d6e6916d08208a222a626c729;caf9d2b82db054631833f655a00b45d386d0abd3;7.4;https://image.tmdb.org/t/p/w185/bXsxfLs8DOeS7bkOOm7YlYTfusV.jpg
93;ACI Alta Capacidad Intelectual [HDTV][480p][Cap.302];ACI Alta Capacidad Intelectual;ACI Alta Capacidad Intelectual;;HDTV;SD;Serie;;302;93;magnet:?xt=urn:btih:8e860d68a31e6515130cada84e823ad05c97ae51;8e860d68a31e6515130cada84e823ad05c97ae51;5a5635000caf7e109cc0fed3507099d85e1c65c6;7.4;https://image.tmdb.org/t/p/w185/bXsxfLs8DOeS7bkOOm7YlYTfusV.jpg
94;ACI Alta Capacidad Intelectual [HDTV][480p][Cap.303];ACI Alta Capacidad Intelectual;ACI Alta Capacidad Intelectual;;HDTV;SD;Serie;;303;94;magnet:?xt=urn:btih:987979d005dbe19e3544f5464b39983821e4115a;987979d005dbe19e3544f5464b39983821e4115a;4938ac2ba24b99298561948ad376d6d55f88bd81;7.4;https://image.tmdb.org/t/p/w185/bXsxfLs8DOeS7bkOOm7YlYTfusV.jpg
95;ACI Alta Capacidad Intelectual [HDTV][480p][Cap.304];ACI Alta Capacidad Intelectual;ACI Alta Capacidad Intelectual;;HDTV;SD;Serie;;304;95;magnet:?xt=urn:btih:75c224a029903d0232f5aad852f10e0043d79760;75c224a029903d0232f5aad852f10e0043d79760;94b3f369f6e5798de54b752a9eba17a1e38558f7;7.4;https://image.tmdb.org/t/p/w185/bXsxfLs8DOeS7bkOOm7YlYTfusV.jpg
96;ACI Alta Capacidad Intelectual [HDTV][480p][Cap.305];ACI Alta Capacidad Intelectual;ACI Alta Capacidad Intelectual;;HDTV;SD;Serie;;305;96;magnet:?xt=urn:btih:6edb7a620f9b5b15c95636ac8f732449b32587ca;6edb7a620f9b5b15c95636ac8f732449b32587ca;3dc1ca687a6890fad8785e3545187c5a490dc2d0;7.4;https://image.tmdb.org/t/p/w185/bXsxfLs8DOeS7bkOOm7YlYTfusV.jpg
97;Aci Alta Capacidad Intelectual [HDTV][480p][Cap.307];Aci Alta Capacidad Intelectual;Aci Alta Capacidad Intelectual;;HDTV;SD;Serie;;307;97;magnet:?xt=urn:btih:3e4f6f0e2fb8afae1272c3bcb27b0cf0aebf449c;3e4f6f0e2fb8afae1272c3bcb27b0cf0aebf449c;9b43245d5eb5fe49553976a6e8d9d62a59d13b40;7.4;https://image.tmdb.org/t/p/w185/bXsxfLs8DOeS7bkOOm7YlYTfusV.jpg
98;Aci Alta Capacidad Intelectual [HDTV][480p][Cap.308];Aci Alta Capacidad Intelectual;Aci Alta Capacidad Intelectual;;HDTV;SD;Serie;;308;98;magnet:?xt=urn:btih:1001cd60e8c13047f45a844285632961825a0da8;1001cd60e8c13047f45a844285632961825a0da8;ceefe1e2b8b97bfb1b3f3dc010e4950a9ae834ef;7.4;https://image.tmdb.org/t/p/w185/bXsxfLs8DOeS7bkOOm7YlYTfusV.jpg
99;ACI Alta Capacidad Intelectual [HDTV][720p][Cap.301];ACI Alta Capacidad Intelectual;ACI Alta Capacidad Intelectual;;HDTV;HD;Serie;;301;99;magnet:?xt=urn:btih:263d063f3d212f7ebd65eef77d6ee4dc81e90e59;263d063f3d212f7ebd65eef77d6ee4dc81e90e59;ec816c8af8c6d83a07ebea768829e21839fd57d5;7.4;https://image.tmdb.org/t/p/w185/bXsxfLs8DOeS7bkOOm7YlYTfusV.jpg
100;ACI Alta Capacidad Intelectual [HDTV][720p][Cap.302];ACI Alta Capacidad Intelectual;ACI Alta Capacidad Intelectual;;HDTV;HD;Serie;;302;100;magnet:?xt=urn:btih:7d060f5af8d3a935c0c8c22e5853a3e2d364aedd;7d060f5af8d3a935c0c8c22e5853a3e2d364aedd;76f9c0531d204b5af4b9142622aca08304de3869;7.4;https://image.tmdb.org/t/p/w185/bXsxfLs8DOeS7bkOOm7YlYTfusV.jpg
101;ACI Alta Capacidad Intelectual [HDTV][720p][Cap.303];ACI Alta Capacidad Intelectual;ACI Alta Capacidad Intelectual;;HDTV;HD;Serie;;303;101;magnet:?xt=urn:btih:cccad37998d8199b4fe6a3e164c5be0337b51a27;cccad37998d8199b4fe6a3e164c5be0337b51a27;9a91152d11c286fa1c37576a0546c05fd97a884d;7.4;https://image.tmdb.org/t/p/w185/bXsxfLs8DOeS7bkOOm7YlYTfusV.jpg
102;ACI Alta Capacidad Intelectual [HDTV][720p][Cap.304];ACI Alta Capacidad Intelectual;ACI Alta Capacidad Intelectual;;HDTV;HD;Serie;;304;102;magnet:?xt=urn:btih:dee8f35ed0dcdaaef20cd87a7938b63661a632eb;dee8f35ed0dcdaaef20cd87a7938b63661a632eb;8e1bce2cd5b63545c2168697c44f5756588160d4;7.4;https://image.tmdb.org/t/p/w185/bXsxfLs8DOeS7bkOOm7YlYTfusV.jpg
103;ACI Alta Capacidad Intelectual [HDTV][720p][Cap.305];ACI Alta Capacidad Intelectual;ACI Alta Capacidad Intelectual;;HDTV;HD;Serie;;305;103;magnet:?xt=urn:btih:ed632aae2664b806307fc5fa540ffc527bce8273;ed632aae2664b806307fc5fa540ffc527bce8273;a9ac5de49550ae1d0f445f516c09930218f80429;7.4;https://image.tmdb.org/t/p/w185/bXsxfLs8DOeS7bkOOm7YlYTfusV.jpg
104;Aci Alta Capacidad Intelectual [HDTV][720p][Cap.307];Aci Alta Capacidad Intelectual;Aci Alta Capacidad Intelectual;;HDTV;HD;Serie;;307;104;magnet:?xt=urn:btih:572ca60ff4c3a4af5637208c252b450a0d3a5164;572ca60ff4c3a4af5637208c252b450a0d3a5164;75ffaf4bddbd366f7dddb3ac8ed25955cf383939;7.4;https://image.tmdb.org/t/p/w185/bXsxfLs8DOeS7bkOOm7YlYTfusV.jpg
105;Aci Alta Capacidad Intelectual [HDTV][720p][Cap.308];Aci Alta Capacidad Intelectual;Aci Alta Capacidad Intelectual;;HDTV;HD;Serie;;308;105;magnet:?xt=urn:btih:c4eeb2cdc66e9fe9baa3c1ea8f477c6ab871d5e5;c4eeb2cdc66e9fe9baa3c1ea8f477c6ab871d5e5;9d7c7b8db5046122fa1600c9ed8f56d8956a8d28;7.4;https://image.tmdb.org/t/p/w185/bXsxfLs8DOeS7bkOOm7YlYTfusV.jpg
106;Aci.Alta Capacidad Intelectual [HDTV][1080p][Cap.308];Aci.Alta Capacidad Intelectual;Aci.Alta Capacidad Intelectual;;HDTV;FHD;Serie;;308;106;magnet:?xt=urn:btih:4655cd50ceb594dc3ec39442601169b711d7da34;4655cd50ceb594dc3ec39442601169b711d7da34;a45eacb41c10c4879ff7fae485c644eb848080be;;
107;Agente Stone (2023) [2160p][Esp];Agente Stone (2023);Agente Stone;2023;;4K;Pelicula;Castellano;;107;magnet:?xt=urn:btih:44ce40ab50d10a63091727e04635792c0a3ced63;44ce40ab50d10a63091727e04635792c0a3ced63;9a05582af8af7e14352f7340f2d1c3adddd7e886;7.0;https://image.tmdb.org/t/p/w185/pfrBdyalwwSEVrqDX8FXLtpwSLE.jpg
108;Agente Stone (2023) [Bluray][1080p][Esp];Agente Stone (2023);Agente Stone;2023;Bluray;FHD;Pelicula;Castellano;;108;magnet:?xt=urn:btih:107487c6b5f547bde04a23bd0eaaa04365548510;107487c6b5f547bde04a23bd0eaaa04365548510;f7b4815227b58258cc2ac7d744fe4d40dfc41563;7.0;https://image.tmdb.org/t/p/w185/pfrBdyalwwSEVrqDX8FXLtpwSLE.jpg
109;Agente Stone (2023) [Bluray][480p][Esp];Agente Stone (2023);Agente Stone;2023;Bluray;SD;Pelicula;Castellano;;109;magnet:?xt=urn:btih:12268e16ce56ac1568fdd6813fd912a155a34d92;12268e16ce56ac1568fdd6813fd912a155a34d92;0f329ce1c32962046abaab3ccbffd5447c93db7d;7.0;https://image.tmdb.org/t/p/w185/pfrBdyalwwSEVrqDX8FXLtpwSLE.jpg
110;Agente Stone (2023) [Bluray][720p][Esp];Agente Stone (2023);Agente Stone;2023;Bluray;HD;Pelicula;Castellano;;110;magnet:?xt=urn:btih:b8417740eb31a725229dcea64abaf37206c41868;b8417740eb31a725229dcea64abaf37206c41868;d56a7ed45c7bd340082e0fc07f79157a1eee9819;7.0;https://image.tmdb.org/t/p/w185/pfrBdyalwwSEVrqDX8FXLtpwSLE.jpg
111;Ahsoka [2160p][Cap.101];Ahsoka;Ahsoka;;;4K;Serie;;101;111;magnet:?xt=urn:btih:0eabf688c4dbbe7571fb5414c6e2870befb1f1b9;0eabf688c4dbbe7571fb5414c6e2870befb1f1b9;a54a36e54aa7097f2bcb36aa12d7a40a9556a223;8.1;https://image.tmdb.org/t/p/w185/zcuJsJEhaORzxaz6aRxm66NWgt7.jpg
112;Ahsoka [2160p][Cap.102];Ahsoka;Ahsoka;;;4K;Serie;;102;112;magnet:?xt=urn:btih:9274da34e3f8d77b1f9d231d535611d23adcdbae;9274da34e3f8d77b1f9d231d535611d23adcdbae;8c7858c72354eaed4e6254b3d3ade79e82beeea4;8.1;https://image.tmdb.org/t/p/w185/zcuJsJEhaORzxaz6aRxm66NWgt7.jpg
113;Ahsoka [2160p][Cap.103];Ahsoka;Ahsoka;;;4K;Serie;;103;113;magnet:?xt=urn:btih:c2418941c204b64e4cf1fef328f48f3b0f75453b;c2418941c204b64e4cf1fef328f48f3b0f75453b;c61bc00f67d73d48bc704ce96f899f53e7889bf8;8.1;https://image.tmdb.org/t/p/w185/zcuJsJEhaORzxaz6aRxm66NWgt7.jpg
114;Ahsoka [2160p][Cap.104];Ahsoka;Ahsoka;;;4K;Serie;;104;114;magnet:?xt=urn:btih:29003dd6601b118ff43c0ac49184f47bedc0e475;29003dd6601b118ff43c0ac49184f47bedc0e475;f799a4866d7dc54601382bdafb5b41a58a02e568;8.1;https://image.tmdb.org/t/p/w185/zcuJsJEhaORzxaz6aRxm66NWgt7.jpg
115;Ahsoka [2160p][Cap.105];Ahsoka;Ahsoka;;;4K;Serie;;105;115;magnet:?xt=urn:btih:28fca38f08f8984e2c4e36f3b40a8a185d496f61;28fca38f08f8984e2c4e36f3b40a8a185d496f61;de53b54510da37d25d2f07533c9de583aacf5f3c;8.1;https://image.tmdb.org/t/p/w185/zcuJsJEhaORzxaz6aRxm66NWgt7.jpg
116;Ahsoka [HDTV][1080p][Cap.101];Ahsoka;Ahsoka;;HDTV;FHD;Serie;;101;116;magnet:?xt=urn:btih:28016453e757225f523e1183635a54eec374d45d;28016453e757225f523e1183635a54eec374d45d;843f4720fdd4dbca741a7f2de1b1c964bc17760a;8.1;https://image.tmdb.org/t/p/w185/zcuJsJEhaORzxaz6aRxm66NWgt7.jpg
117;Ahsoka [HDTV][1080p][Cap.102];Ahsoka;Ahsoka;;HDTV;FHD;Serie;;102;117;magnet:?xt=urn:btih:5cf822d387bb8145f96377b75dfcb1dea0d263c5;5cf822d387bb8145f96377b75dfcb1dea0d263c5;a7fc0c8c350e19d455aa914b55bbb4ae1bb62c15;8.1;https://image.tmdb.org/t/p/w185/zcuJsJEhaORzxaz6aRxm66NWgt7.jpg
118;Ahsoka [HDTV][1080p][Cap.103];Ahsoka;Ahsoka;;HDTV;FHD;Serie;;103;118;magnet:?xt=urn:btih:56ecd8a50929382ac98b9419aca67a1dc1ab8080;56ecd8a50929382ac98b9419aca67a1dc1ab8080;9fa7c52fab2f515f23512571450e4ae08b590493;8.1;https://image.tmdb.org/t/p/w185/zcuJsJEhaORzxaz6aRxm66NWgt7.jpg
119;Ahsoka [HDTV][1080p][Cap.104];Ahsoka;Ahsoka;;HDTV;FHD;Serie;;104;119;magnet:?xt=urn:btih:6a5cd998dad28642d639f20969e5619c7154ec1f;6a5cd998dad28642d639f20969e5619c7154ec1f;392614a18bc16825baff780ae409b2ff2158d380;8.1;https://image.tmdb.org/t/p/w185/zcuJsJEhaORzxaz6aRxm66NWgt7.jpg
120;Ahsoka [HDTV][480p][Cap.101];Ahsoka;Ahsoka;;HDTV;SD;Serie;;101;120;magnet:?xt=urn:btih:cc3d3cc820c15c7a9c716c1a1a3c7c854c125a1a;cc3d3cc820c15c7a9c716c1a1a3c7c854c125a1a;362b491f29172b8c9906695763d92fe0309a6f96;8.1;https://image.tmdb.org/t/p/w185/zcuJsJEhaORzxaz6aRxm66NWgt7.jpg
121;Ahsoka [HDTV][480p][Cap.102];Ahsoka;Ahsoka;;HDTV;SD;Serie;;102;121;magnet:?xt=urn:btih:eebe6e5795a8ba59d4995cf6e8edbc277cd97e93;eebe6e5795a8ba59d4995cf6e8edbc277cd97e93;4cf6e0a40cd84acfc40f4abdb17afb84c081493c;8.1;https://image.tmdb.org/t/p/w185/zcuJsJEhaORzxaz6aRxm66NWgt7.jpg
122;Ahsoka [HDTV][480p][Cap.103];Ahsoka;Ahsoka;;HDTV;SD;Serie;;103;122;magnet:?xt=urn:btih:04a09cf96a5eb97e88752feda8a39f35f7902d54;04a09cf96a5eb97e88752feda8a39f35f7902d54;8a9c99f62b649b321fd5923e660d962728ebba39;8.1;https://image.tmdb.org/t/p/w185/zcuJsJEhaORzxaz6aRxm66NWgt7.jpg
123;Ahsoka [HDTV][480p][Cap.104];Ahsoka;Ahsoka;;HDTV;SD;Serie;;104;123;magnet:?xt=urn:btih:4c5d3a9a15212e74b0ab3777c1c1f35bd3d4b218;4c5d3a9a15212e74b0ab3777c1c1f35bd3d4b218;c01263948f11c86b7f64c60d3da80eea9f1015e6;8.1;https://image.tmdb.org/t/p/w185/zcuJsJEhaORzxaz6aRxm66NWgt7.jpg
124;Ahsoka [HDTV][480p][Cap.105];Ahsoka;Ahsoka;;HDTV;SD;Serie;;105;124;magnet:?xt=urn:btih:c701f56fff6c160f485495db22c9c5c480ac6e39;c701f56fff6c160f485495db22c9c5c480ac6e39;10dd95c11895a4eb88cb3603cfd4a0d5423fd881;8.1;https://image.tmdb.org/t/p/w185/zcuJsJEhaORzxaz6aRxm66NWgt7.jpg
125;Ahsoka [HDTV][720p][Cap.101];Ahsoka;Ahsoka;;HDTV;HD;Serie;;101;125;magnet:?xt=urn:btih:a0700baa436ee93a5283679ae9c03e596b9b9e9c;a0700baa436ee93a5283679ae9c03e596b9b9e9c;81887b3331b183aee6ea81dffaa174daeb62379e;8.1;https://image.tmdb.org/t/p/w185/zcuJsJEhaORzxaz6aRxm66NWgt7.jpg
126;Ahsoka [HDTV][720p][Cap.102];Ahsoka;Ahsoka;;HDTV;HD;Serie;;102;126;magnet:?xt=urn:btih:5c78c1c15a13bf4e48e187cb7ca454baa997c1e4;5c78c1c15a13bf4e48e187cb7ca454baa997c1e4;0e07bd0361cd2e5d151cde165991ac19cca8a9b8;8.1;https://image.tmdb.org/t/p/w185/zcuJsJEhaORzxaz6aRxm66NWgt7.jpg
127;Ahsoka [HDTV][720p][Cap.103];Ahsoka;Ahsoka;;HDTV;HD;Serie;;103;127;magnet:?xt=urn:btih:69f76db354e9da6e32d5d7ec77a01e41c8a48093;69f76db354e9da6e32d5d7ec77a01e41c8a48093;611fbbdaf7c729071115bf95936da9929b6a0336;8.1;https://image.tmdb.org/t/p/w185/zcuJsJEhaORzxaz6aRxm66NWgt7.jpg
128;Ahsoka [HDTV][720p][Cap.104];Ahsoka;Ahsoka;;HDTV;HD;Serie;;104;128;magnet:?xt=urn:btih:bd4d52939a2e59e1c2419028a41a94aaee7ab277;bd4d52939a2e59e1c2419028a41a94aaee7ab277;6fbed640ea3a066a0b133b4bfd2bf9066fa2668e;8.1;https://image.tmdb.org/t/p/w185/zcuJsJEhaORzxaz6aRxm66NWgt7.jpg
129;Ahsoka [HDTV][720p][Cap.105];Ahsoka;Ahsoka;;HDTV;HD;Serie;;105;129;magnet:?xt=urn:btih:08b7d3ff0d8b7ec898be4b02b51bdf4ce1231a73;08b7d3ff0d8b7ec898be4b02b51bdf4ce1231a73;15f046cdb9bb46758ff60736c84fa65176b9401f;8.1;https://image.tmdb.org/t/p/w185/zcuJsJEhaORzxaz6aRxm66NWgt7.jpg
130;AI no Idenshi - 1;AI no Idenshi - 1;AI no Idenshi - 1;;;;Pelicula;;;130;magnet:?xt=urn:btih:00e005c2cab4fcc6250bf7c3a230d14d87d0dafb;00e005c2cab4fcc6250bf7c3a230d14d87d0dafb;0;;
131;AI no Idenshi episodio 3 s1e3;AI no Idenshi episodio 3 s1e3;AI no Idenshi episodio 3 s1e3;;;;Pelicula;;;131;magnet:?xt=urn:btih:11ba3d6513da483f85d9f16d22db902496820d7d;11ba3d6513da483f85d9f16d22db902496820d7d;0;;
132;AI no Idenshi s1e2;AI no Idenshi s1e2;AI no Idenshi s1e2;;;;Pelicula;;;132;magnet:?xt=urn:btih:ec83f4cce4d1b8c966e39ad2b13a429d55cb1173;ec83f4cce4d1b8c966e39ad2b13a429d55cb1173;0;;
133;AI_no_Idenshi_-_6;AI_no_Idenshi_-_6;AI_no_Idenshi_-_6;;;;Pelicula;;;133;magnet:?xt=urn:btih:65ee73bb31a660e56acd9a77104121dba13b7829;65ee73bb31a660e56acd9a77104121dba13b7829;0;;
134;AI_no_Idenshi_-_7;AI_no_Idenshi_-_7;AI_no_Idenshi_-_7;;;;Pelicula;;;134;magnet:?xt=urn:btih:68c3dc09517506e53ea864c582f77845ab1158e4;68c3dc09517506e53ea864c582f77845ab1158e4;0;;
135;AI_no_Idenshi_s1e4;AI_no_Idenshi_s1e4;AI_no_Idenshi_s1e4;;;;Pelicula;;;135;magnet:?xt=urn:btih:4f68e2d539df964b60b96a2755f99bcaf4cb0812;4f68e2d539df964b60b96a2755f99bcaf4cb0812;0;;
136;AI_no_Idenshi_s1e5;AI_no_Idenshi_s1e5;AI_no_Idenshi_s1e5;;;;Pelicula;;;136;magnet:?xt=urn:btih:18837a4ed1196adab64f232fedcc02e561334cbf;18837a4ed1196adab64f232fedcc02e561334cbf;0;;
137;Al servicio del Reich (2022) [Bluray][480p][Esp];Al servicio del Reich (2022);Al servicio del Reich;2022;Bluray;SD;Pelicula;Castellano;;137;magnet:?xt=urn:btih:61153564b50ac0307fe81b38ca2d2fc68ed722a8;61153564b50ac0307fe81b38ca2d2fc68ed722a8;4ad9dd3a6f65e1d0ef58c5f42e11c840967a3063;6.6;https://image.tmdb.org/t/p/w185/m45rsukE42bHTibKfHUVYKbPxCr.jpg
138;Al servicio del Reich (2022) [Bluray][720p][Esp];Al servicio del Reich (2022);Al servicio del Reich;2022;Bluray;HD;Pelicula;Castellano;;138;magnet:?xt=urn:btih:b0f2394d07f4ab2ca7f06e1d46ebb5141a9dc48a;b0f2394d07f4ab2ca7f06e1d46ebb5141a9dc48a;417881257488f29dbca61f792573244f29e41e08;6.6;https://image.tmdb.org/t/p/w185/m45rsukE42bHTibKfHUVYKbPxCr.jpg
139;Algo bonito para variar (2022) [Bluray][1080p][Esp];Algo bonito para variar (2022);Algo bonito para variar;2022;Bluray;FHD;Pelicula;Castellano;;139;magnet:?xt=urn:btih:ee41d7d0f8c73020f3b865f63ce17033a3a7b0a2;ee41d7d0f8c73020f3b865f63ce17033a3a7b0a2;cc2e7f196d6d5e3374bcb45fd48778f53180acb9;7.3;https://image.tmdb.org/t/p/w185/ytfMwDhkckO8ve43oDwbhYqIJ8c.jpg
140;Algo bonito para variar (2022) [Bluray][480p][Esp];Algo bonito para variar (2022);Algo bonito para variar;2022;Bluray;SD;Pelicula;Castellano;;140;magnet:?xt=urn:btih:5e7a0d75161fe67155eb5258fcfbbe0206585c1c;5e7a0d75161fe67155eb5258fcfbbe0206585c1c;86cc6d94704aa8935656d7436dc64c91720cd01d;7.3;https://image.tmdb.org/t/p/w185/ytfMwDhkckO8ve43oDwbhYqIJ8c.jpg
141;Algo bonito para variar (2022) [Bluray][720p][Esp];Algo bonito para variar (2022);Algo bonito para variar;2022;Bluray;HD;Pelicula;Castellano;;141;magnet:?xt=urn:btih:70d84082d992f998dc834ce2caf4af3f947fd0bb;70d84082d992f998dc834ce2caf4af3f947fd0bb;3db83135a54479918c4c204a436b01c02ff5a7b3;7.3;https://image.tmdb.org/t/p/w185/ytfMwDhkckO8ve43oDwbhYqIJ8c.jpg
142;Alguien que cuide de mi (2023) [Bluray][1080p][Esp];Alguien que cuide de mi (2023);Alguien que cuide de mi;2023;Bluray;FHD;Pelicula;Castellano;;142;magnet:?xt=urn:btih:81db11e2bc2e32f9893b385bfd0c10a22410d135;81db11e2bc2e32f9893b385bfd0c10a22410d135;cb6d19b2d2f062e8619fde788e1b7caab8bcdebd;7.5;https://image.tmdb.org/t/p/w185/2DkjqLckutZDNeY87CRrwjvYbd8.jpg
